Orthogroup	Arabidopsis_thaliana.TAIR10.pep.all	Mus_musculus-Cilia_proteome
OG0010083	AT2G39260.1 pep chromosome_TAIR10_2_16391924_16399812_-1 gene_AT2G39260 transcript_AT2G39260.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_UPF2 description_Regulator of nonsense transcripts UPF2 [Source_UniProtKB/Swiss-Prot;Acc_F4IUX6]	
OG0010084	AT3G25855.1 pep chromosome_TAIR10_3_9459411_9460299_-1 gene_AT3G25855 transcript_AT3G25855.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g25855 [Source_UniProtKB/TrEMBL;Acc_Q8LBL7]	
OG0010085	AT1G44990.1 pep chromosome_TAIR10_1_17007542_17007808_-1 gene_AT1G44990 transcript_AT1G44990.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ endomembrane system; Ha. [Source_TAIR;Acc_AT1G44990]	
OG0010086	AT3G24030.1 pep chromosome_TAIR10_3_8679819_8680905_-1 gene_AT3G24030 transcript_AT3G24030.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_THIM description_Hydroxyethylthiazole kinase [Source_UniProtKB/Swiss-Prot;Acc_Q9LIQ4]	
OG0010087	AT2G25295.1 pep chromosome_TAIR10_2_10769877_10770485_1 gene_AT2G25295 transcript_AT2G25295.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_LCR81 description_LCR81 [Source_UniProtKB/TrEMBL;Acc_A0A178VMV0]	
OG0010088	AT4G23271.1 pep chromosome_TAIR10_4_12173944_12174045_-1 gene_AT4G23271 transcript_AT4G23271.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; LOCATED IN_ endomembrane system; Ha. [Source_TAIR;Acc_AT4G23271]	
OG0010089	AT5G20000.1 pep chromosome_TAIR10_5_6756633_6759800_1 gene_AT5G20000 transcript_AT5G20000.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPT6B description_26S proteasome regulatory subunit 8 homolog B [Source_UniProtKB/Swiss-Prot;Acc_Q94BQ2]	
OG0010090	AT3G13100.2 pep chromosome_TAIR10_3_4208735_4214530_-1 gene_AT3G13100 transcript_AT3G13100.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ABCC7 description_ABC transporter C family member 7 [Source_UniProtKB/Swiss-Prot;Acc_Q9LK62]	
OG0010091	AT3G13100.1 pep chromosome_TAIR10_3_4208729_4214530_-1 gene_AT3G13100 transcript_AT3G13100.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ABCC7 description_ABC transporter C family member 7 [Source_UniProtKB/Swiss-Prot;Acc_Q9LK62]	
OG0010092	AT5G12410.1 pep chromosome_TAIR10_5_4021815_4024218_-1 gene_AT5G12410 transcript_AT5G12410.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At5g12410/At5g12410 [Source_UniProtKB/TrEMBL;Acc_Q94CK1]	
OG0010093	AT2G29550.1 pep chromosome_TAIR10_2_12643917_12646057_-1 gene_AT2G29550 transcript_AT2G29550.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_TUBB7 description_Tubulin beta-7 chain [Source_UniProtKB/Swiss-Prot;Acc_P29515]	
OG0010094	AT5G23300.1 pep chromosome_TAIR10_5_7847587_7850404_-1 gene_AT5G23300 transcript_AT5G23300.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PYRD description_Dihydroorotate dehydrogenase _quinone__ mitochondrial [Source_UniProtKB/Swiss-Prot;Acc_P32746]	
OG0010095	AT4G24110.1 pep chromosome_TAIR10_4_12519907_12520898_-1 gene_AT4G24110 transcript_AT4G24110.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_NADP-specific glutamate dehydrogenase [Source_UniProtKB/TrEMBL;Acc_O22980]	
OG0010096	AT5G40810.1 pep chromosome_TAIR10_5_16339863_16342927_1 gene_AT5G40810 transcript_AT5G40810.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CYC12 description_Cytochrome c1 2_ heme protein_ mitochondrial [Source_UniProtKB/Swiss-Prot;Acc_Q9FKS5]	
OG0010097	AT3G55340.1 pep chromosome_TAIR10_3_20515630_20518059_1 gene_AT3G55340 transcript_AT3G55340.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PHIP1 description_PHIP1 [Source_UniProtKB/TrEMBL;Acc_A0A384KSV0]	
OG0010098	AT2G03823.1 pep chromosome_TAIR10_2_1167354_1167492_1 gene_AT2G03823 transcript_AT2G03823.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010099	AT3G56690.1 pep chromosome_TAIR10_3_20993649_20998695_-1 gene_AT3G56690 transcript_AT3G56690.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CIP111 description_Calmodulin-interacting protein 111 [Source_UniProtKB/Swiss-Prot;Acc_Q9LET7]	
OG0010100	AT2G34890.1 pep chromosome_TAIR10_2_14718195_14721271_-1 gene_AT2G34890 transcript_AT2G34890.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_CTP synthase [Source_UniProtKB/TrEMBL;Acc_O64753]	
OG0010101	AT2G41105.1 pep chromosome_TAIR10_2_17138333_17139159_-1 gene_AT2G41105 transcript_AT2G41105.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010102	AT2G45790.1 pep chromosome_TAIR10_2_18855675_18858018_1 gene_AT2G45790 transcript_AT2G45790.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PMM description_Phosphomannomutase [Source_UniProtKB/Swiss-Prot;Acc_O80840]	
OG0010103	AT4G26300.5 pep chromosome_TAIR10_4_13308400_13312785_-1 gene_AT4G26300 transcript_AT4G26300.5 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_emb1027 description_Arginyl-tRNA synthetase_ class Ic [Source_TAIR;Acc_AT4G26300]	
OG0010104	AT4G26300.2 pep chromosome_TAIR10_4_13308400_13312671_-1 gene_AT4G26300 transcript_AT4G26300.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_emb1027 description_Arginyl-tRNA synthetase_ class Ic [Source_TAIR;Acc_AT4G26300]	
OG0010105	AT4G26300.1 pep chromosome_TAIR10_4_13307977_13313109_-1 gene_AT4G26300 transcript_AT4G26300.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_emb1027 description_Arginyl-tRNA synthetase_ class Ic [Source_TAIR;Acc_AT4G26300]	
OG0010106	AT4G26300.3 pep chromosome_TAIR10_4_13308400_13312671_-1 gene_AT4G26300 transcript_AT4G26300.3 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_emb1027 description_Arginyl-tRNA synthetase_ class Ic [Source_TAIR;Acc_AT4G26300]	
OG0010107	AT4G12760.1 pep chromosome_TAIR10_4_7504795_7506279_1 gene_AT4G12760 transcript_AT4G12760.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT4G12760]	
OG0010108	AT3G52905.1 pep chromosome_TAIR10_3_19614007_19615754_-1 gene_AT3G52905 transcript_AT3G52905.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Polynucleotidyl transferase_ ribonuclease H-like superfamily protein [Source_UniProtKB/TrEMBL;Acc_Q8GYR7]	
OG0010109	AT1G06010.1 pep chromosome_TAIR10_1_1822583_1824236_1 gene_AT1G06010 transcript_AT1G06010.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Basic leucine zipper/W2 domain protein [Source_UniProtKB/TrEMBL;Acc_Q84R19]	
OG0010110	AT1G29480.1 pep chromosome_TAIR10_1_10317936_10318711_1 gene_AT1G29480 transcript_AT1G29480.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein F15D2.6 [Source_UniProtKB/TrEMBL;Acc_Q9C7Q3]	
OG0010111	AT3G53294.1 pep chromosome_TAIR10_3_19759983_19760108_-1 gene_AT3G53294 transcript_AT3G53294.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G53294]	
OG0010112	AT2G24780.1 pep chromosome_TAIR10_2_10565622_10566182_-1 gene_AT2G24780 transcript_AT2G24780.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative uncharacterized protein At2g24780 [Source_UniProtKB/TrEMBL;Acc_Q9SK54]	
OG0010113	AT3G01961.1 pep chromosome_TAIR10_3_325181_325351_1 gene_AT3G01961 transcript_AT3G01961.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G01961]	
OG0010114	AT4G21100.1 pep chromosome_TAIR10_4_11258759_11265605_-1 gene_AT4G21100 transcript_AT4G21100.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_DDB1B description_DNA damage-binding protein 1b [Source_UniProtKB/Swiss-Prot;Acc_O49552]	
OG0010115	AT1G22740.1 pep chromosome_TAIR10_1_8049090_8050784_1 gene_AT1G22740 transcript_AT1G22740.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RABG3B description_Ras-related protein RABG3b [Source_UniProtKB/Swiss-Prot;Acc_O04157]	
OG0010116	AT2G20330.1 pep chromosome_TAIR10_2_8772653_8775668_-1 gene_AT2G20330 transcript_AT2G20330.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At2g20330/F11A3.12 [Source_UniProtKB/TrEMBL;Acc_Q9SK69]	
OG0010117	AT2G16016.1 pep chromosome_TAIR10_2_6971075_6971330_-1 gene_AT2G16016 transcript_AT2G16016.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; LOCATED IN_ endomembrane system; Ha. [Source_TAIR;Acc_AT2G16016]	
OG0010118	AT2G31340.1 pep chromosome_TAIR10_2_13361502_13365800_1 gene_AT2G31340 transcript_AT2G31340.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_emb1381 description_Embryo defective 1381 [Source_UniProtKB/TrEMBL;Acc_F4IQS9]	
OG0010119	AT5G58630.1 pep chromosome_TAIR10_5_23696108_23697452_-1 gene_AT5G58630 transcript_AT5G58630.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_TRM31 [Source_UniProtKB/TrEMBL;Acc_F4KGA5]	
OG0010120	AT4G06536.1 pep chromosome_TAIR10_4_3360719_3361516_1 gene_AT4G06536 transcript_AT4G06536.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g06536 [Source_UniProtKB/TrEMBL;Acc_Q1PEB2]	
OG0010121	AT5G25880.3 pep chromosome_TAIR10_5_9024358_9028377_1 gene_AT5G25880 transcript_AT5G25880.3 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_NADP-ME3 description_Malic enzyme [Source_UniProtKB/TrEMBL;Acc_A0A178UAR6]	
OG0010122	AT5G25880.1 pep chromosome_TAIR10_5_9024334_9028395_1 gene_AT5G25880 transcript_AT5G25880.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_NADP-ME3 description_Malic enzyme [Source_UniProtKB/TrEMBL;Acc_A0A178UAR6]	
OG0010123	AT3G13930.1 pep chromosome_TAIR10_3_4595767_4600469_1 gene_AT3G13930 transcript_AT3G13930.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex_ mitochondrial [Source_UniProtKB/Swiss-Prot;Acc_Q8RWN9]	
OG0010124	AT5G23290.1 pep chromosome_TAIR10_5_7846081_7847643_1 gene_AT5G23290 transcript_AT5G23290.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PFD5 description_Probable prefoldin subunit 5 [Source_UniProtKB/Swiss-Prot;Acc_P57742]	
OG0010125	AT1G76250.1 pep chromosome_TAIR10_1_28606444_28609225_-1 gene_AT1G76250 transcript_AT1G76250.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At1g76250 [Source_UniProtKB/TrEMBL;Acc_Q8GX25]	
OG0010126	AT1G18975.1 pep chromosome_TAIR10_1_6554683_6557974_1 gene_AT1G18975 transcript_AT1G18975.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010127	ATCG00040.1 pep chromosome_TAIR10_Pt_2056_3636_-1 gene_ATCG00040 transcript_ATCG00040.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_MATK description_maturase K [Source_TAIR;Acc_ATCG00040]	
OG0010128	AT3G22910.1 pep chromosome_TAIR10_3_8116292_8119490_-1 gene_AT3G22910 transcript_AT3G22910.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ACA13 description_Putative calcium-transporting ATPase 13_ plasma membrane-type [Source_UniProtKB/Swiss-Prot;Acc_Q9LIK7]	
OG0010129	AT1G18220.1 pep chromosome_TAIR10_1_6269670_6269807_-1 gene_AT1G18220 transcript_AT1G18220.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ATPUP9 description_Putative purine permease 9 [Source_UniProtKB/Swiss-Prot;Acc_Q3ED99]	
OG0010130	AT1G67940.1 pep chromosome_TAIR10_1_25477670_25478803_1 gene_AT1G67940 transcript_AT1G67940.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ABCI17 description_Sensitive to aluminum rhizotoxicity 1 [Source_UniProtKB/TrEMBL;Acc_D6RVY5]	
OG0010131	AT5G40970.1 pep chromosome_TAIR10_5_16413671_16415897_1 gene_AT5G40970 transcript_AT5G40970.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Protein of unknown function _DUF 3339_ [Source_TAIR;Acc_AT5G40970]	
OG0010132	AT5G03885.1 pep chromosome_TAIR10_5_1041881_1043519_1 gene_AT5G03885 transcript_AT5G03885.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010133	AT3G28190.1 pep chromosome_TAIR10_3_10512235_10513057_1 gene_AT3G28190 transcript_AT3G28190.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_F4IZ03]	
OG0010134	AT5G38480.2 pep chromosome_TAIR10_5_15409697_15411516_1 gene_AT5G38480 transcript_AT5G38480.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_GRF3 description_RCI1 [Source_UniProtKB/TrEMBL;Acc_A0A178UA42]	
OG0010135	AT5G38480.3 pep chromosome_TAIR10_5_15409697_15411516_1 gene_AT5G38480 transcript_AT5G38480.3 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_GRF3 description_RCI1 [Source_UniProtKB/TrEMBL;Acc_A0A178UA42]	
OG0010136	AT3G25470.1 pep chromosome_TAIR10_3_9232821_9235215_1 gene_AT3G25470 transcript_AT3G25470.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Bacterial hemolysin-like protein [Source_UniProtKB/TrEMBL;Acc_Q9LSV5]	
OG0010137	AT5G18661.1 pep chromosome_TAIR10_5_6222337_6222811_-1 gene_AT5G18661 transcript_AT5G18661.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G18661]	
OG0010138	AT3G57072.1 pep chromosome_TAIR10_3_21125699_21125836_-1 gene_AT3G57072 transcript_AT3G57072.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G57072]	
OG0010139	AT4G33480.1 pep chromosome_TAIR10_4_16105570_16108646_-1 gene_AT4G33480 transcript_AT4G33480.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g33480 [Source_UniProtKB/TrEMBL;Acc_A2RVW1]	
OG0010140	AT3G25805.1 pep chromosome_TAIR10_3_9426238_9428277_-1 gene_AT3G25805 transcript_AT3G25805.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_Q94K74]	
OG0010141	AT2G11462.1 pep chromosome_TAIR10_2_4589735_4590378_-1 gene_AT2G11462 transcript_AT2G11462.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G11462]	
OG0010142	AT3G26950.1 pep chromosome_TAIR10_3_9941107_9943882_-1 gene_AT3G26950 transcript_AT3G26950.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g26950 [Source_UniProtKB/TrEMBL;Acc_Q6NQ93]	
OG0010143	AT5G23411.1 pep chromosome_TAIR10_5_7886644_7886790_1 gene_AT5G23411 transcript_AT5G23411.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G23411]	
OG0010144	AT1G06390.1 pep chromosome_TAIR10_1_1946746_1950850_1 gene_AT1G06390 transcript_AT1G06390.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ASK9 description_SK22 [Source_UniProtKB/TrEMBL;Acc_A0A178WCN5]	
OG0010145	AT1G06390.2 pep chromosome_TAIR10_1_1946791_1950860_1 gene_AT1G06390 transcript_AT1G06390.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ASK9 description_SK22 [Source_UniProtKB/TrEMBL;Acc_A0A178WCN5]	
OG0010146	AT5G63375.1 pep chromosome_TAIR10_5_25384040_25384487_1 gene_AT5G63375 transcript_AT5G63375.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative uncharacterized protein [Source_UniProtKB/TrEMBL;Acc_Q9FGW6]	
OG0010147	AT4G29560.1 pep chromosome_TAIR10_4_14503873_14506015_-1 gene_AT4G29560 transcript_AT4G29560.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Fanconi anemia group E protein FANCE protein [Source_UniProtKB/TrEMBL;Acc_Q9SU89]	
OG0010148	AT5G53880.1 pep chromosome_TAIR10_5_21872701_21873454_-1 gene_AT5G53880 transcript_AT5G53880.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative uncharacterized protein [Source_UniProtKB/TrEMBL;Acc_Q9FN38]	
OG0010149	AT1G34403.1 pep chromosome_TAIR10_1_12575892_12576173_-1 gene_AT1G34403 transcript_AT1G34403.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010150	AT2G33870.1 pep chromosome_TAIR10_2_14337198_14338385_-1 gene_AT2G33870 transcript_AT2G33870.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RABA1H description_ArRABA1h [Source_UniProtKB/TrEMBL;Acc_A0A178W1D1]	
OG0010151	AT1G02490.1 pep chromosome_TAIR10_1_516569_516866_1 gene_AT1G02490 transcript_AT1G02490.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT1G02490]	
OG0010152	AT5G52190.1 pep chromosome_TAIR10_5_21201631_21202543_-1 gene_AT5G52190 transcript_AT5G52190.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At5g52190 [Source_UniProtKB/TrEMBL;Acc_Q9LTK1]	
OG0010153	AT2G38730.1 pep chromosome_TAIR10_2_16192325_16194172_-1 gene_AT2G38730 transcript_AT2G38730.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CYP22 description_Peptidyl-prolyl cis-trans isomerase CYP22 [Source_UniProtKB/Swiss-Prot;Acc_Q9ZVJ4]	
OG0010154	AT3G15980.7 pep chromosome_TAIR10_3_5411292_5418525_-1 gene_AT3G15980 transcript_AT3G15980.7 gene_biotype_protein_coding transcript_biotype_protein_coding description_Coatomer subunit beta' [Source_UniProtKB/TrEMBL;Acc_F4J1E5]	
OG0010155	AT3G15980.4 pep chromosome_TAIR10_3_5411278_5418632_-1 gene_AT3G15980 transcript_AT3G15980.4 gene_biotype_protein_coding transcript_biotype_protein_coding description_Coatomer subunit beta' [Source_UniProtKB/TrEMBL;Acc_F4J1E5]	
OG0010156	AT3G15980.2 pep chromosome_TAIR10_3_5411697_5418629_-1 gene_AT3G15980 transcript_AT3G15980.2 gene_biotype_protein_coding transcript_biotype_protein_coding description_Coatomer subunit beta' [Source_UniProtKB/TrEMBL;Acc_F4J1E5]	
OG0010157	AT3G15980.5 pep chromosome_TAIR10_3_5411292_5418493_-1 gene_AT3G15980 transcript_AT3G15980.5 gene_biotype_protein_coding transcript_biotype_protein_coding description_Coatomer subunit beta' [Source_UniProtKB/TrEMBL;Acc_F4J1E5]	
OG0010158	AT3G15980.6 pep chromosome_TAIR10_3_5411278_5418632_-1 gene_AT3G15980 transcript_AT3G15980.6 gene_biotype_protein_coding transcript_biotype_protein_coding description_Coatomer subunit beta' [Source_UniProtKB/TrEMBL;Acc_F4J1E5]	
OG0010159	AT3G15980.1 pep chromosome_TAIR10_3_5411363_5418541_-1 gene_AT3G15980 transcript_AT3G15980.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Coatomer subunit beta' [Source_UniProtKB/TrEMBL;Acc_F4J1E5]	
OG0010160	AT3G15980.3 pep chromosome_TAIR10_3_5411316_5418445_-1 gene_AT3G15980 transcript_AT3G15980.3 gene_biotype_protein_coding transcript_biotype_protein_coding description_Coatomer subunit beta' [Source_UniProtKB/TrEMBL;Acc_F4J1E5]	
OG0010161	AT1G62430.1 pep chromosome_TAIR10_1_23105905_23109534_-1 gene_AT1G62430 transcript_AT1G62430.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CDS1 description_Phosphatidate cytidylyltransferase 1 [Source_UniProtKB/Swiss-Prot;Acc_O04928]	
OG0010162	AT3G09280.1 pep chromosome_TAIR10_3_2850735_2851272_-1 gene_AT3G09280 transcript_AT3G09280.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_F3L24.15 protein [Source_UniProtKB/TrEMBL;Acc_Q9SR35]	
OG0010163	AT4G36795.1 pep chromosome_TAIR10_4_17338904_17339161_1 gene_AT4G36795 transcript_AT4G36795.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010164	AT3G10405.1 pep chromosome_TAIR10_3_3232457_3235289_-1 gene_AT3G10405 transcript_AT3G10405.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g10405 [Source_UniProtKB/TrEMBL;Acc_A0JQ78]	
OG0010165	AT1G66145.1 pep chromosome_TAIR10_1_24628530_24628835_-1 gene_AT1G66145 transcript_AT1G66145.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CLE18 description_CLAVATA3/ESR _CLE_-related protein 18 [Source_UniProtKB/Swiss-Prot;Acc_Q3ECH9]	
OG0010166	AT5G07810.1 pep chromosome_TAIR10_5_2491200_2498542_-1 gene_AT5G07810 transcript_AT5G07810.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_SNF2 domain-containing protein / helicase domain-containing protein / HNH endonuclease domain-containing protein [Source_TAIR;Acc_AT5G07810]	
OG0010167	AT5G54880.1 pep chromosome_TAIR10_5_22291860_22293300_1 gene_AT5G54880 transcript_AT5G54880.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_AT5g54880/MBG8_15 [Source_UniProtKB/TrEMBL;Acc_Q9FFU2]	
OG0010168	AT5G07175.1 pep chromosome_TAIR10_5_2225141_2226300_-1 gene_AT5G07175 transcript_AT5G07175.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0010169	AT1G31750.1 pep chromosome_TAIR10_1_11370585_11372197_-1 gene_AT1G31750 transcript_AT1G31750.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At1g31750 [Source_UniProtKB/TrEMBL;Acc_Q9C4Z8]	
OG0010170	AT2G21185.1 pep chromosome_TAIR10_2_9076437_9077048_-1 gene_AT2G21185 transcript_AT2G21185.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Expressed protein [Source_UniProtKB/TrEMBL;Acc_Q8S8H4]	
OG0010171	AT1G34140.1 pep chromosome_TAIR10_1_12433356_12434735_-1 gene_AT1G34140 transcript_AT1G34140.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PAB1 description_poly_A_ binding protein 1 [Source_TAIR;Acc_AT1G34140]	
OG0010172	AT2G43130.1 pep chromosome_TAIR10_2_17929607_17931027_-1 gene_AT2G43130 transcript_AT2G43130.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RABA5C description_Ras-related protein RABA5c [Source_UniProtKB/Swiss-Prot;Acc_P28187]	
OG0010173	AT4G25540.1 pep chromosome_TAIR10_4_13042455_13048262_-1 gene_AT4G25540 transcript_AT4G25540.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_MSH3 description_DNA mismatch repair protein MSH3 [Source_UniProtKB/Swiss-Prot;Acc_O65607]	
OG0010174	AT3G45910.1 pep chromosome_TAIR10_3_16876338_16877075_-1 gene_AT3G45910 transcript_AT3G45910.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein F16L2_120 [Source_UniProtKB/TrEMBL;Acc_Q9LZT9]	
OG0010175	AT5G20080.1 pep chromosome_TAIR10_5_6782511_6786847_1 gene_AT5G20080 transcript_AT5G20080.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CBR2 description_NADH-cytochrome b5 reductase-like protein [Source_UniProtKB/Swiss-Prot;Acc_P83291]	
OG0010176	AT5G18620.1 pep chromosome_TAIR10_5_6195689_6202168_-1 gene_AT5G18620 transcript_AT5G18620.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CHR17 description_Chromatin-remodeling complex ATPase [Source_UniProtKB/TrEMBL;Acc_F4JY25]	
OG0010177	AT5G18620.2 pep chromosome_TAIR10_5_6195795_6202166_-1 gene_AT5G18620 transcript_AT5G18620.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CHR17 description_Chromatin-remodeling complex ATPase [Source_UniProtKB/TrEMBL;Acc_F4JY25]	
OG0010178	AT5G43780.1 pep chromosome_TAIR10_5_17589394_17591737_-1 gene_AT5G43780 transcript_AT5G43780.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_APS4 description_ATP sulfurylase 4_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q9S7D8]	
OG0010179	AT2G30490.1 pep chromosome_TAIR10_2_12993625_12996012_-1 gene_AT2G30490 transcript_AT2G30490.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CYP73A5 description_Cinnamate-4-hydroxylase [Source_UniProtKB/TrEMBL;Acc_B1GV49]	
OG0010180	AT4G31441.1 pep chromosome_TAIR10_4_15254877_15254999_1 gene_AT4G31441 transcript_AT4G31441.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT4G31441]	
OG0010181	AT3G17520.1 pep chromosome_TAIR10_3_5999174_6000447_-1 gene_AT3G17520 transcript_AT3G17520.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Late embryogenesis abundant protein _LEA_ family protein [Source_UniProtKB/TrEMBL;Acc_F4J573]	
OG0010182	AT5G25425.1 pep chromosome_TAIR10_5_8848549_8849235_1 gene_AT5G25425 transcript_AT5G25425.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Glycine-rich protein [Source_UniProtKB/TrEMBL;Acc_F4JWS5]	
OG0010183	AT5G40740.1 pep chromosome_TAIR10_5_16301846_16306479_-1 gene_AT5G40740 transcript_AT5G40740.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_AUG6 description_AUG6 [Source_UniProtKB/TrEMBL;Acc_A0A178UQ56]	
OG0010184	AT4G24040.1 pep chromosome_TAIR10_4_12488040_12491298_1 gene_AT4G24040 transcript_AT4G24040.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_TRE1 description_Trehalase [Source_UniProtKB/Swiss-Prot;Acc_Q9SU50]	
